Format Version,1.22,Take Name,DavidFail2,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-08-03 09.17.49.319 AM,Total Frames in Take,7056,Total Exported Frames,7056,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2403,6.675000,0.006239,0.062488,0.008762,-0.997988,-3.250217,1.082009,0.575994,0.000000,-3.472029,1.073898,0.578992,0.933085,-3.388807,1.156901,0.576086,0.949501,-3.160671,1.058430,0.581598,0.924340,-3.116127,1.058170,0.476895,0.902795,-3.113448,1.062644,0.666397,0.959066,-3.472029,1.073898,0.578992,-3.388807,1.156901,0.576086,-3.160671,1.058430,0.581598,-3.116127,1.058170,0.476895,-3.113448,1.062644,0.666397,,,,,,,,,
2404,6.677778,0.005347,0.062893,0.008820,-0.997967,-3.250249,1.081924,0.576009,0.000000,-3.472064,1.073808,0.578809,0.941912,-3.388839,1.156816,0.576119,0.953550,-3.160708,1.058335,0.581645,0.930440,-3.116078,1.058262,0.476978,0.897483,-3.113556,1.062398,0.666491,0.957290,-3.472064,1.073808,0.578809,-3.388839,1.156816,0.576119,-3.160708,1.058335,0.581645,-3.116078,1.058262,0.476978,-3.113556,1.062398,0.666491,,,,,,,,,
2405,6.680556,0.004927,0.062872,0.009158,-0.997967,-3.250247,1.081955,0.575994,0.000000,-3.472067,1.073974,0.578794,0.936007,-3.388791,1.156933,0.576175,0.950335,-3.160721,1.058305,0.581607,0.923858,-3.116094,1.058297,0.476939,0.899617,-3.113564,1.062264,0.666455,0.959840,-3.472067,1.073974,0.578794,-3.388791,1.156933,0.576175,-3.160721,1.058305,0.581607,-3.116094,1.058297,0.476939,-3.113564,1.062264,0.666455,,,,,,,,,
2406,6.683333,0.005329,0.062634,0.009551,-0.997977,-3.250318,1.082038,0.575861,0.000000,-3.472143,1.074245,0.578773,0.893829,-3.388799,1.157132,0.576052,0.917071,-3.160809,1.058318,0.581449,0.864051,-3.116231,1.058193,0.476760,0.883753,-3.113607,1.062301,0.666271,0.839470,-3.472143,1.074245,0.578773,-3.388799,1.157132,0.576052,-3.160809,1.058318,0.581449,-3.116231,1.058193,0.476760,-3.113607,1.062301,0.666271,,,,,,,,,
2407,6.686111,0.005382,0.063012,0.009071,-0.997957,-3.250278,1.081987,0.575909,0.000000,-3.472098,1.073984,0.578656,0.892768,-3.388831,1.156950,0.575983,0.926740,-3.160751,1.058353,0.581568,0.879955,-3.116095,1.058254,0.476912,0.876209,-3.113616,1.062396,0.666425,0.831871,-3.472098,1.073984,0.578656,-3.388831,1.156950,0.575983,-3.160751,1.058353,0.581568,-3.116095,1.058254,0.476912,-3.113616,1.062396,0.666425,,,,,,,,,
2408,6.688889,0.005399,0.062587,0.009150,-0.997983,-3.250263,1.081990,0.576016,0.000000,-3.472082,1.074022,0.578951,0.892768,-3.388803,1.156975,0.576207,0.926740,-3.160735,1.058341,0.581599,0.879955,-3.116168,1.058232,0.476905,0.876209,-3.113528,1.062378,0.666416,0.831871,-3.472082,1.074022,0.578951,-3.388803,1.156975,0.576207,-3.160735,1.058341,0.581599,-3.116168,1.058232,0.476905,-3.113528,1.062378,0.666416,,,,,,,,,
2409,6.691667,0.006790,0.062117,0.008822,-0.998007,-3.250348,1.081855,0.575964,0.000000,-3.472160,1.073790,0.579137,0.934394,-3.388924,1.156774,0.576078,0.943993,-3.160803,1.058265,0.581527,0.921748,-3.116338,1.057883,0.476790,0.900145,-3.113515,1.062562,0.666286,0.957198,-3.472160,1.073790,0.579137,-3.388924,1.156774,0.576078,-3.160803,1.058265,0.581527,-3.116338,1.057883,0.476790,-3.113516,1.062562,0.666286,,,,,,,,,
2410,6.694444,0.006783,0.062553,0.009266,-0.997976,-3.250133,1.082062,0.575958,0.000000,-3.471955,1.074192,0.578936,0.906793,-3.388643,1.157103,0.575955,0.929907,-3.160614,1.058393,0.581598,0.880234,-3.116057,1.057978,0.476901,0.872091,-3.113397,1.062643,0.666399,0.858622,-3.471955,1.074192,0.578936,-3.388643,1.157103,0.575955,-3.160614,1.058393,0.581598,-3.116057,1.057978,0.476901,-3.113397,1.062643,0.666399,,,,,,,,,
2411,6.697222,0.006777,0.062364,0.009334,-0.997987,-3.250295,1.082019,0.576038,0.000000,-3.472116,1.074179,0.579100,0.933361,-3.388794,1.157079,0.576090,0.931408,-3.160777,1.058337,0.581644,0.919552,-3.116259,1.057919,0.476930,0.911373,-3.113528,1.062579,0.666427,0.959005,-3.472116,1.074179,0.579100,-3.388794,1.157079,0.576090,-3.160777,1.058337,0.581644,-3.116259,1.057919,0.476930,-3.113528,1.062579,0.666427,,,,,,,,,
2412,6.700000,0.005769,0.062972,0.009495,-0.997953,-3.250279,1.081906,0.575945,0.000000,-3.472106,1.074103,0.578716,1.000000,-3.388764,1.156993,0.575977,0.939543,-3.160772,1.058196,0.581614,0.916100,-3.116125,1.057981,0.476954,0.940551,-3.113627,1.062258,0.666464,0.954022,-3.472106,1.074103,0.578716,-3.388764,1.156993,0.575977,-3.160772,1.058196,0.581614,-3.116125,1.057981,0.476954,-3.113627,1.062258,0.666464,,,,,,,,,
2413,6.702778,0.006435,0.062486,0.009772,-0.997977,-3.250308,1.082001,0.576006,0.000000,-3.472136,1.074343,0.579005,0.934120,-3.388745,1.157176,0.576077,0.943352,-3.160811,1.058241,0.581618,0.923346,-3.116266,1.057863,0.476914,0.915864,-3.113580,1.062381,0.666416,0.961795,-3.472136,1.074343,0.579005,-3.388745,1.157176,0.576077,-3.160811,1.058241,0.581618,-3.116266,1.057863,0.476914,-3.113580,1.062381,0.666416,,,,,,,,,
2414,6.705556,0.006598,0.062510,0.009203,-0.997980,-3.250400,1.081919,0.575880,0.000000,-3.472220,1.074015,0.578873,0.934120,-3.388921,1.156940,0.575916,0.943352,-3.160877,1.058261,0.581504,0.923346,-3.116328,1.057891,0.476803,0.915864,-3.113653,1.062488,0.666303,0.961795,-3.472220,1.074015,0.578873,-3.388921,1.156940,0.575916,-3.160877,1.058261,0.581504,-3.116328,1.057891,0.476803,-3.113654,1.062488,0.666303,,,,,,,,,
2415,6.708333,0.006187,0.062533,0.009872,-0.997975,-3.250391,1.082205,0.575948,0.000000,-3.472221,1.074583,0.578920,0.886449,-3.388815,1.157403,0.576043,0.929500,-3.160898,1.058427,0.581557,0.857864,-3.116343,1.058094,0.476858,0.918101,-3.113675,1.062516,0.666362,0.908069,-3.472221,1.074583,0.578920,-3.388815,1.157403,0.576043,-3.160898,1.058427,0.581557,-3.116343,1.058094,0.476858,-3.113675,1.062516,0.666362,,,,,,,,,
2416,6.711111,0.007027,0.062259,0.009301,-0.997992,-3.250284,1.082034,0.576070,0.000000,-3.472104,1.074189,0.579183,0.933054,-3.388786,1.157090,0.576114,0.947066,-3.160764,1.058358,0.581669,0.916037,-3.116268,1.057889,0.476945,0.907796,-3.113497,1.062644,0.666440,0.952436,-3.472104,1.074189,0.579183,-3.388786,1.157090,0.576114,-3.160764,1.058358,0.581669,-3.116268,1.057889,0.476945,-3.113497,1.062644,0.666440,,,,,,,,,
2417,6.713889,0.005558,0.062753,0.009005,-0.997973,-3.250186,1.081814,0.575987,0.000000,-3.472004,1.073787,0.578853,0.934896,-3.388747,1.156761,0.576107,0.968526,-3.160653,1.058192,0.581608,0.929048,-3.116052,1.058059,0.476928,0.862990,-3.113475,1.062270,0.666439,0.941685,-3.472004,1.073787,0.578853,-3.388747,1.156761,0.576107,-3.160653,1.058192,0.581608,-3.116052,1.058059,0.476928,-3.113475,1.062270,0.666439,,,,,,,,,
2418,6.716667,0.006203,0.062895,0.009791,-0.997953,-3.250256,1.082148,0.575855,0.000000,-3.472087,1.074491,0.578667,0.870225,-3.388693,1.157324,0.575846,0.940994,-3.160764,1.058385,0.581530,0.864054,-3.116133,1.058055,0.476863,0.943620,-3.113603,1.062487,0.666369,0.905685,-3.472087,1.074491,0.578667,-3.388693,1.157324,0.575846,-3.160764,1.058385,0.581530,-3.116133,1.058055,0.476863,-3.113603,1.062487,0.666369,,,,,,,,,
2419,6.719444,0.006040,0.062911,0.010150,-0.997949,-3.250347,1.082098,0.575987,0.000000,-3.472184,1.074594,0.578788,0.870225,-3.388731,1.157370,0.576001,0.940994,-3.160872,1.058271,0.581656,0.864054,-3.116237,1.057948,0.476991,0.943620,-3.113711,1.062308,0.666499,0.905685,-3.472184,1.074594,0.578788,-3.388731,1.157370,0.576001,-3.160872,1.058271,0.581656,-3.116237,1.057948,0.476991,-3.113711,1.062308,0.666499,,,,,,,,,
2420,6.722222,0.006541,0.062317,0.009415,-0.997991,-3.250370,1.082031,0.575932,0.000000,-3.472192,1.074219,0.579009,0.922733,-3.388859,1.157109,0.576032,0.941021,-3.160854,1.058334,0.581519,0.896718,-3.116346,1.057961,0.476800,0.914500,-3.113597,1.062529,0.666300,0.945238,-3.472192,1.074219,0.579009,-3.388859,1.157109,0.576032,-3.160854,1.058334,0.581519,-3.116346,1.057961,0.476800,-3.113597,1.062529,0.666300,,,,,,,,,
2421,6.725000,0.005826,0.062511,0.008971,-0.997987,-3.250281,1.081982,0.575931,0.000000,-3.472096,1.073950,0.578909,0.917979,-3.388843,1.156925,0.576078,0.948598,-3.160744,1.058366,0.581520,0.893132,-3.116194,1.058179,0.476819,0.887878,-3.113525,1.062491,0.666326,0.911353,-3.472096,1.073950,0.578909,-3.388843,1.156925,0.576078,-3.160744,1.058366,0.581520,-3.116194,1.058179,0.476819,-3.113525,1.062491,0.666326,,,,,,,,,
2422,6.727778,0.005245,0.062806,0.008940,-0.997972,-3.250194,1.081946,0.575956,0.000000,-3.472011,1.073879,0.578792,0.908385,-3.388767,1.156869,0.576107,0.950597,-3.160658,1.058335,0.581572,0.900270,-3.116045,1.058275,0.476897,0.899330,-3.113490,1.062369,0.666411,0.888074,-3.472011,1.073879,0.578792,-3.388767,1.156869,0.576107,-3.160658,1.058335,0.581572,-3.116045,1.058275,0.476897,-3.113490,1.062369,0.666411,,,,,,,,,
2423,6.730556,0.005819,0.062681,0.008615,-0.997980,-3.250237,1.081961,0.576019,0.000000,-3.472048,1.073771,0.578924,0.938393,-3.388853,1.156806,0.576118,0.958331,-3.160686,1.058409,0.581640,0.922079,-3.116100,1.058251,0.476954,0.900738,-3.113497,1.062571,0.666461,0.954424,-3.472048,1.073771,0.578924,-3.388853,1.156806,0.576118,-3.160686,1.058409,0.581640,-3.116100,1.058251,0.476954,-3.113497,1.062571,0.666461,,,,,,,,,
2424,6.733333,0.005522,0.062813,0.009053,-0.997969,-3.250209,1.081956,0.575950,0.000000,-3.472028,1.073949,0.578788,0.913252,-3.388763,1.156916,0.576059,0.952730,-3.160679,1.058325,0.581580,0.914926,-3.116065,1.058197,0.476906,0.860884,-3.113511,1.062392,0.666417,0.884560,-3.472028,1.073949,0.578788,-3.388763,1.156916,0.576059,-3.160679,1.058325,0.581580,-3.116065,1.058197,0.476906,-3.113511,1.062392,0.666417,,,,,,,,,
2425,6.736111,0.005274,0.062889,0.009128,-0.997965,-3.250235,1.081945,0.575931,0.000000,-3.472055,1.073963,0.578730,0.913252,-3.388780,1.156922,0.576056,0.952730,-3.160709,1.058301,0.581563,0.914926,-3.116078,1.058220,0.476896,0.860884,-3.113553,1.062320,0.666409,0.884560,-3.472055,1.073963,0.578730,-3.388780,1.156922,0.576056,-3.160709,1.058301,0.581563,-3.116078,1.058220,0.476896,-3.113553,1.062320,0.666409,,,,,,,,,
2426,6.738889,0.005829,0.062541,0.008267,-0.997991,-3.250250,1.081626,0.575911,0.000000,-3.472054,1.073283,0.578879,0.936067,-3.388918,1.156375,0.576045,0.952410,-3.160681,1.058136,0.581508,0.924940,-3.116125,1.058002,0.476809,0.895846,-3.113472,1.062336,0.666315,0.972165,-3.472054,1.073283,0.578879,-3.388918,1.156375,0.576045,-3.160681,1.058136,0.581508,-3.116125,1.058002,0.476809,-3.113472,1.062336,0.666315,,,,,,,,,
2427,6.741667,0.004852,0.062811,0.008839,-0.997975,-3.250150,1.081785,0.575997,0.000000,-3.471964,1.073661,0.578824,0.901924,-3.388742,1.156674,0.576204,0.942221,-3.160608,1.058193,0.581597,0.909331,-3.115993,1.058225,0.476923,0.891613,-3.113442,1.062173,0.666439,0.896230,-3.471964,1.073661,0.578824,-3.388742,1.156674,0.576204,-3.160608,1.058193,0.581597,-3.115993,1.058225,0.476923,-3.113442,1.062173,0.666439,,,,,,,,,
2428,6.744444,0.004823,0.062846,0.009527,-0.997966,-3.250320,1.081914,0.575946,0.000000,-3.472146,1.074093,0.578754,0.922738,-3.388809,1.156993,0.576152,0.975610,-3.160810,1.058199,0.581549,0.888398,-3.116188,1.058184,0.476878,0.906558,-3.113646,1.062102,0.666395,0.914894,-3.472146,1.074093,0.578754,-3.388809,1.156993,0.576152,-3.160810,1.058199,0.581549,-3.116188,1.058184,0.476878,-3.113646,1.062102,0.666395,,,,,,,,,
2429,6.747222,0.005729,0.062368,0.008629,-0.997999,-3.250186,1.081807,0.575973,0.000000,-3.471996,1.073620,0.579014,0.929317,-3.388801,1.156654,0.576172,0.958519,-3.160632,1.058252,0.581533,0.908584,-3.116112,1.058112,0.476819,0.884361,-3.113391,1.062396,0.666326,0.946593,-3.471995,1.073620,0.579014,-3.388801,1.156654,0.576172,-3.160632,1.058252,0.581533,-3.116112,1.058112,0.476819,-3.113391,1.062396,0.666326,,,,,,,,,
2430,6.750000,0.005242,0.062956,0.009422,-0.997958,-3.250304,1.082008,0.575955,0.000000,-3.472129,1.074155,0.578723,0.927487,-3.388805,1.157065,0.576068,0.939902,-3.160792,1.058312,0.581597,0.917938,-3.116147,1.058215,0.476936,0.914434,-3.113646,1.062295,0.666450,0.962464,-3.472129,1.074155,0.578723,-3.388805,1.157065,0.576068,-3.160792,1.058312,0.581597,-3.116147,1.058215,0.476936,-3.113646,1.062295,0.666450,,,,,,,,,
2431,6.752778,0.005696,0.062755,0.008274,-0.997978,-3.250256,1.081638,0.575938,0.000000,-3.472062,1.073292,0.578809,0.927487,-3.388925,1.156385,0.576032,0.939902,-3.160689,1.058146,0.581567,0.917938,-3.116089,1.058040,0.476887,0.914434,-3.113517,1.062324,0.666396,0.962464,-3.472062,1.073292,0.578809,-3.388925,1.156385,0.576032,-3.160689,1.058146,0.581567,-3.116089,1.058040,0.476887,-3.113517,1.062324,0.666396,,,,,,,,,
2432,6.755556,0.006160,0.062670,0.009453,-0.997971,-3.250248,1.082092,0.575891,0.000000,-3.472072,1.074284,0.578804,0.919745,-3.388735,1.157174,0.575949,0.908234,-3.160737,1.058389,0.581524,0.834992,-3.116154,1.058094,0.476837,0.910351,-3.113540,1.062518,0.666342,0.875771,-3.472072,1.074284,0.578804,-3.388735,1.157174,0.575949,-3.160737,1.058389,0.581524,-3.116154,1.058094,0.476837,-3.113540,1.062518,0.666342,,,,,,,,,
2433,6.758333,0.004820,0.063094,0.009265,-0.997953,-3.250303,1.081871,0.575994,0.000000,-3.472126,1.073934,0.578693,0.906551,-3.388832,1.156877,0.576130,0.947080,-3.160784,1.058203,0.581643,0.890387,-3.116109,1.058208,0.476994,0.879517,-3.113663,1.062134,0.666512,0.859481,-3.472126,1.073934,0.578693,-3.388832,1.156877,0.576130,-3.160784,1.058203,0.581643,-3.116109,1.058208,0.476994,-3.113663,1.062134,0.666512,,,,,,,,,
2434,6.761111,0.005182,0.063108,0.009470,-0.997948,-3.250247,1.081980,0.575975,0.000000,-3.472073,1.074145,0.578674,0.918485,-3.388741,1.157048,0.576055,0.936521,-3.160738,1.058274,0.581642,0.911720,-3.116062,1.058187,0.476995,0.926198,-3.113618,1.062243,0.666510,0.957770,-3.472073,1.074145,0.578674,-3.388741,1.157048,0.576055,-3.160738,1.058274,0.581642,-3.116062,1.058187,0.476995,-3.113618,1.062243,0.666510,,,,,,,,,
2435,6.763889,0.005107,0.062827,0.008724,-0.997973,-3.250162,1.081732,0.575981,0.000000,-3.471975,1.073565,0.578806,0.895919,-3.388769,1.156593,0.576145,0.937258,-3.160616,1.058160,0.581595,0.881678,-3.115999,1.058146,0.476922,0.874510,-3.113453,1.062194,0.666437,0.826992,-3.471975,1.073565,0.578806,-3.388769,1.156593,0.576145,-3.160616,1.058160,0.581595,-3.115999,1.058146,0.476922,-3.113453,1.062194,0.666437,,,,,,,,,
2436,6.766667,0.005412,0.062642,0.009156,-0.997979,-3.250326,1.082019,0.575987,0.000000,-3.472145,1.074054,0.578898,0.895919,-3.388865,1.157006,0.576160,0.937258,-3.160799,1.058370,0.581581,0.881678,-3.116220,1.058257,0.476892,0.874510,-3.113601,1.062408,0.666403,0.826992,-3.472145,1.074054,0.578898,-3.388865,1.157006,0.576160,-3.160799,1.058370,0.581581,-3.116220,1.058257,0.476892,-3.113601,1.062408,0.666403,,,,,,,,,
2437,6.769444,0.005138,0.062873,0.008731,-0.997970,-3.250248,1.081749,0.575980,0.000000,-3.472061,1.073587,0.578785,0.918380,-3.388854,1.156613,0.576127,0.940874,-3.160702,1.058176,0.581604,0.898474,-3.116076,1.058155,0.476935,0.907543,-3.113547,1.062215,0.666450,0.944806,-3.472061,1.073587,0.578785,-3.388854,1.156613,0.576127,-3.160702,1.058176,0.581604,-3.116076,1.058155,0.476935,-3.113547,1.062215,0.666450,,,,,,,,,
2438,6.772222,0.005135,0.062830,0.009061,-0.997970,-3.250332,1.081925,0.576026,0.000000,-3.472151,1.073908,0.578849,0.911539,-3.388889,1.156880,0.576188,0.913388,-3.160802,1.058292,0.581642,0.837496,-3.116184,1.058246,0.476970,0.905349,-3.113637,1.062296,0.666484,0.879986,-3.472151,1.073908,0.578849,-3.388889,1.156880,0.576188,-3.160802,1.058292,0.581642,-3.116184,1.058246,0.476970,-3.113637,1.062296,0.666484,,,,,,,,,
2439,6.775000,0.005873,0.062614,0.009011,-0.997980,-3.250276,1.081983,0.576042,0.000000,-3.472093,1.073969,0.578976,0.933149,-3.388832,1.156937,0.576154,0.979912,-3.160743,1.058359,0.581652,0.927715,-3.116171,1.058159,0.476960,0.894069,-3.113540,1.062488,0.666467,0.965238,-3.472093,1.073969,0.578976,-3.388832,1.156937,0.576154,-3.160743,1.058359,0.581652,-3.116171,1.058159,0.476960,-3.113540,1.062488,0.666467,,,,,,,,,
2440,6.777778,0.005675,0.062974,0.009406,-0.997955,-3.250189,1.082010,0.575935,0.000000,-3.472014,1.074164,0.578703,0.918033,-3.388688,1.157070,0.575979,0.935786,-3.160677,1.058316,0.581601,0.911161,-3.116030,1.058128,0.476941,0.926263,-3.113534,1.062372,0.666452,0.958450,-3.472014,1.074164,0.578703,-3.388688,1.157070,0.575979,-3.160677,1.058316,0.581601,-3.116030,1.058128,0.476941,-3.113534,1.062372,0.666452,,,,,,,,,
2441,6.780556,0.005875,0.062708,0.008958,-0.997975,-3.250249,1.081987,0.575906,0.000000,-3.472066,1.073950,0.578799,0.905787,-3.388814,1.156927,0.575992,0.953013,-3.160714,1.058373,0.581534,0.880729,-3.116123,1.058176,0.476850,0.918349,-3.113528,1.062508,0.666357,0.933918,-3.472066,1.073950,0.578799,-3.388814,1.156927,0.575992,-3.160714,1.058373,0.581534,-3.116123,1.058176,0.476850,-3.113528,1.062508,0.666357,,,,,,,,,
2442,6.783333,0.005614,0.062652,0.009289,-0.997976,-3.250214,1.081959,0.576004,0.000000,-3.472035,1.074060,0.578915,0.905787,-3.388731,1.156986,0.576146,0.953013,-3.160693,1.058286,0.581609,0.880729,-3.116113,1.058120,0.476921,0.918349,-3.113496,1.062343,0.666430,0.933918,-3.472035,1.074060,0.578915,-3.388731,1.156986,0.576146,-3.160693,1.058286,0.581609,-3.116113,1.058120,0.476921,-3.113496,1.062343,0.666430,,,,,,,,,
2443,6.786111,0.006132,0.062595,0.009158,-0.997978,-3.250196,1.081999,0.575973,0.000000,-3.472016,1.074059,0.578920,0.933322,-3.388729,1.156999,0.576054,0.948730,-3.160671,1.058349,0.581592,0.918807,-3.116103,1.058082,0.476898,0.900945,-3.113463,1.062504,0.666402,0.969342,-3.472016,1.074059,0.578920,-3.388729,1.156999,0.576054,-3.160671,1.058349,0.581592,-3.116103,1.058082,0.476898,-3.113463,1.062504,0.666402,,,,,,,,,
2444,6.788889,0.005105,0.062918,0.009155,-0.997964,-3.250217,1.081841,0.575966,0.000000,-3.472038,1.073865,0.578749,0.934638,-3.388760,1.156822,0.576108,0.950787,-3.160692,1.058192,0.581595,0.924696,-3.116055,1.058145,0.476931,0.900395,-3.113542,1.062181,0.666446,0.972266,-3.472038,1.073865,0.578749,-3.388760,1.156822,0.576108,-3.160692,1.058192,0.581595,-3.116055,1.058145,0.476931,-3.113542,1.062181,0.666446,,,,,,,,,
2445,6.791667,0.005945,0.062432,0.008544,-0.997995,-3.250202,1.081776,0.575945,0.000000,-3.472011,1.073559,0.578963,0.925452,-3.388828,1.156603,0.576094,0.963523,-3.160645,1.058236,0.581527,0.906949,-3.116112,1.058056,0.476818,0.889601,-3.113415,1.062425,0.666323,0.915604,-3.472011,1.073559,0.578963,-3.388828,1.156603,0.576094,-3.160645,1.058236,0.581527,-3.116112,1.058056,0.476818,-3.113415,1.062425,0.666323,,,,,,,,,
2446,6.794444,0.005101,0.062962,0.009428,-0.997958,-3.250298,1.081963,0.575975,0.000000,-3.472123,1.074107,0.578737,0.919125,-3.388800,1.157018,0.576107,0.935666,-3.160786,1.058265,0.581612,0.911637,-3.116140,1.058198,0.476951,0.924690,-3.113642,1.062224,0.666467,0.958399,-3.472123,1.074107,0.578737,-3.388800,1.157019,0.576107,-3.160786,1.058265,0.581612,-3.116140,1.058198,0.476951,-3.113642,1.062224,0.666467,,,,,,,,,
2447,6.797222,0.006293,0.062366,0.008594,-0.997997,-3.250044,1.081872,0.576022,0.000000,-3.471853,1.073689,0.579075,0.919125,-3.388659,1.156719,0.576138,0.935666,-3.160490,1.058323,0.581607,0.911637,-3.115971,1.058064,0.476893,0.924690,-3.113247,1.062563,0.666394,0.958399,-3.471853,1.073689,0.579075,-3.388659,1.156719,0.576138,-3.160490,1.058323,0.581607,-3.115971,1.058064,0.476893,-3.113247,1.062563,0.666394,,,,,,,,,
2448,6.800000,0.005457,0.062810,0.008577,-0.997974,-3.250135,1.081609,0.575967,0.000000,-3.471946,1.073389,0.578807,0.930030,-3.388761,1.156436,0.576083,0.969388,-3.160583,1.058063,0.581595,0.932445,-3.115970,1.057985,0.476920,0.903091,-3.113418,1.062170,0.666431,0.941778,-3.471946,1.073389,0.578807,-3.388761,1.156436,0.576083,-3.160583,1.058063,0.581595,-3.115970,1.057985,0.476920,-3.113418,1.062170,0.666431,,,,,,,,,
2449,6.802778,0.005094,0.062962,0.009272,-0.997960,-3.250263,1.081872,0.575948,0.000000,-3.472086,1.073947,0.578711,0.929634,-3.388789,1.156885,0.576080,0.948904,-3.160744,1.058202,0.581585,0.936437,-3.116098,1.058149,0.476924,0.909492,-3.113600,1.062177,0.666440,0.966438,-3.472086,1.073947,0.578711,-3.388789,1.156885,0.576080,-3.160744,1.058202,0.581585,-3.116098,1.058149,0.476924,-3.113600,1.062177,0.666440,,,,,,,,,
2450,6.805556,0.006310,0.062629,0.007616,-0.997988,-3.250144,1.081648,0.575878,0.000000,-3.471938,1.073032,0.578819,0.882664,-3.388905,1.156224,0.575912,0.911000,-3.160547,1.058275,0.581513,0.933893,-3.115974,1.058087,0.476822,0.894205,-3.113356,1.062621,0.666324,0.948334,-3.471938,1.073032,0.578819,-3.388905,1.156224,0.575912,-3.160547,1.058275,0.581513,-3.115974,1.058087,0.476822,-3.113356,1.062621,0.666324,,,,,,,,,
2451,6.808333,0.005157,0.062694,0.009321,-0.997976,-3.250275,1.081871,0.575964,0.000000,-3.472096,1.073971,0.578847,0.922446,-3.388792,1.156899,0.576162,0.956353,-3.160755,1.058192,0.581556,0.902274,-3.116165,1.058122,0.476871,0.887700,-3.113565,1.062171,0.666385,0.908446,-3.472096,1.073971,0.578847,-3.388792,1.156899,0.576162,-3.160755,1.058192,0.581556,-3.116165,1.058122,0.476871,-3.113565,1.062171,0.666385,,,,,,,,,
2452,6.811111,0.005284,0.062714,0.008954,-0.997977,-3.250265,1.081986,0.575928,0.000000,-3.472081,1.073927,0.578806,0.936018,-3.388835,1.156914,0.576099,0.986114,-3.160728,1.058373,0.581529,0.940664,-3.116135,1.058303,0.476846,0.898018,-3.113544,1.062411,0.666358,0.979971,-3.472081,1.073927,0.578806,-3.388835,1.156914,0.576099,-3.160728,1.058373,0.581529,-3.116135,1.058303,0.476846,-3.113544,1.062411,0.666358,,,,,,,,,
2453,6.813889,0.005365,0.062571,0.009373,-0.997982,-3.250332,1.081942,0.575941,0.000000,-3.472154,1.074072,0.578883,0.936018,-3.388839,1.156988,0.576144,0.986114,-3.160814,1.058254,0.581520,0.940664,-3.116250,1.058135,0.476825,0.898018,-3.113603,1.062261,0.666336,0.979971,-3.472154,1.074072,0.578883,-3.388839,1.156988,0.576144,-3.160814,1.058254,0.581520,-3.116250,1.058135,0.476825,-3.113603,1.062261,0.666336,,,,,,,,,
2454,6.816667,0.006111,0.062862,0.008124,-0.997970,-3.250157,1.081626,0.575977,0.000000,-3.471961,1.073228,0.578809,0.924889,-3.388844,1.156339,0.575978,0.952381,-3.160585,1.058162,0.581644,0.900250,-3.115963,1.057978,0.476974,0.877755,-3.113431,1.062423,0.666479,0.906382,-3.471961,1.073228,0.578809,-3.388844,1.156339,0.575978,-3.160585,1.058162,0.581644,-3.115963,1.057978,0.476974,-3.113431,1.062423,0.666479,,,,,,,,,
