Format Version,1.22,Take Name,day 2 front left triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.07.29.815 AM,Total Frames in Take,1516,Total Exported Frames,1516,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
769,2.136111,0.005812,0.109252,0.028049,-0.993601,0.233133,0.168313,-2.694861,0.000000,0.220527,0.167411,-2.684792,0.805317,0.179976,0.178279,-2.830610,0.911276,0.317745,0.156213,-2.686365,0.859147,0.214286,0.171348,-2.577679,0.777398,0.220527,0.167411,-2.684792,0.179976,0.178279,-2.830609,0.317745,0.156213,-2.686365,0.214286,0.171348,-2.577679,,,,,,,,,,,,,,,,,,,,,
770,2.138889,0.004835,0.109028,0.026869,-0.993664,0.233104,0.168399,-2.694812,0.000000,0.220504,0.167448,-2.684739,0.805326,0.179864,0.178460,-2.830521,0.916917,0.317750,0.156501,-2.686372,0.868686,0.214299,0.171188,-2.577617,0.785832,0.220504,0.167448,-2.684739,0.179864,0.178460,-2.830521,0.317750,0.156501,-2.686372,0.214299,0.171188,-2.577617,,,,,,,,,,,,,,,,,,,,,
771,2.141667,0.005178,0.109230,0.026494,-0.993650,0.233313,0.168339,-2.694892,0.000000,0.220710,0.167387,-2.684823,0.805326,0.180118,0.178259,-2.830629,0.916917,0.317963,0.156505,-2.686410,0.868686,0.214461,0.171206,-2.577706,0.785832,0.220710,0.167387,-2.684823,0.180118,0.178259,-2.830629,0.317963,0.156505,-2.686410,0.214461,0.171206,-2.577706,,,,,,,,,,,,,,,,,,,,,
772,2.144444,0.006161,0.109574,0.027956,-0.993566,0.233168,0.168453,-2.694771,0.000000,0.220556,0.167556,-2.684709,0.851593,0.180095,0.178314,-2.830560,0.956773,0.317776,0.156368,-2.686213,0.925305,0.214248,0.171572,-2.577603,0.937917,0.220556,0.167556,-2.684709,0.180095,0.178314,-2.830560,0.317776,0.156368,-2.686213,0.214248,0.171572,-2.577603,,,,,,,,,,,,,,,,,,,,,
773,2.147222,0.006675,0.109436,0.027882,-0.993580,0.233252,0.168512,-2.694732,0.000000,0.220642,0.167626,-2.684665,0.851593,0.180136,0.178232,-2.830515,0.956773,0.317862,0.156439,-2.686188,0.925305,0.214367,0.171752,-2.577562,0.937917,0.220642,0.167626,-2.684665,0.180136,0.178232,-2.830515,0.317862,0.156439,-2.686188,0.214367,0.171752,-2.577562,,,,,,,,,,,,,,,,,,,,,
774,2.150000,0.005288,0.109087,0.026769,-0.993658,0.233356,0.168239,-2.694891,0.000000,0.220755,0.167296,-2.684818,0.899289,0.180128,0.178169,-2.830614,0.891241,0.318002,0.156357,-2.686432,0.916205,0.214539,0.171134,-2.577700,0.842538,0.220755,0.167296,-2.684818,0.180128,0.178169,-2.830614,0.318002,0.156357,-2.686432,0.214539,0.171134,-2.577700,,,,,,,,,,,,,,,,,,,,,
775,2.152778,0.005756,0.109662,0.026895,-0.993588,0.233235,0.168421,-2.694741,0.000000,0.220622,0.167491,-2.684681,0.907902,0.180164,0.178242,-2.830534,0.900560,0.317867,0.156517,-2.686175,0.912529,0.214286,0.171432,-2.577574,0.857906,0.220622,0.167491,-2.684681,0.180164,0.178242,-2.830534,0.317867,0.156517,-2.686175,0.214286,0.171432,-2.577574,,,,,,,,,,,,,,,,,,,,,
776,2.155556,0.004976,0.108913,0.026642,-0.993682,0.233315,0.168289,-2.694862,0.000000,0.220718,0.167335,-2.684786,0.907902,0.180037,0.178283,-2.830561,0.900560,0.317967,0.156429,-2.686439,0.912529,0.214537,0.171107,-2.577664,0.857906,0.220718,0.167335,-2.684786,0.180037,0.178283,-2.830561,0.317967,0.156429,-2.686439,0.214537,0.171107,-2.577664,,,,,,,,,,,,,,,,,,,,,
777,2.158333,0.006570,0.109190,0.027572,-0.993617,0.233176,0.168613,-2.694766,0.000000,0.220572,0.167717,-2.684692,0.923213,0.179986,0.178320,-2.830520,0.935953,0.317798,0.156593,-2.686265,0.976016,0.214347,0.171822,-2.577585,0.868232,0.220572,0.167717,-2.684692,0.179986,0.178320,-2.830520,0.317798,0.156593,-2.686265,0.214347,0.171822,-2.577585,,,,,,,,,,,,,,,,,,,,,
778,2.161111,0.004500,0.108833,0.026552,-0.993695,0.233235,0.168330,-2.694856,0.000000,0.220640,0.167363,-2.684779,0.818206,0.179937,0.178435,-2.830539,0.910640,0.317893,0.156486,-2.686455,0.914118,0.214472,0.171034,-2.577652,0.831877,0.220640,0.167363,-2.684779,0.179937,0.178435,-2.830539,0.317893,0.156486,-2.686455,0.214472,0.171034,-2.577652,,,,,,,,,,,,,,,,,,,,,
779,2.163889,0.005642,0.109322,0.026817,-0.993629,0.233191,0.168532,-2.694758,0.000000,0.220585,0.167598,-2.684690,0.818206,0.180026,0.178376,-2.830512,0.910640,0.317831,0.156642,-2.686252,0.914118,0.214321,0.171513,-2.577578,0.831877,0.220585,0.167598,-2.684690,0.180026,0.178376,-2.830512,0.317831,0.156642,-2.686252,0.214321,0.171513,-2.577578,,,,,,,,,,,,,,,,,,,,,
780,2.166667,0.007141,0.109012,0.028064,-0.993619,0.233199,0.168588,-2.694818,0.000000,0.220597,0.167717,-2.684739,0.927114,0.179968,0.178216,-2.830562,0.927023,0.317811,0.156483,-2.686337,0.966117,0.214418,0.171937,-2.577634,0.862964,0.220597,0.167717,-2.684739,0.179968,0.178216,-2.830562,0.317811,0.156483,-2.686337,0.214418,0.171937,-2.577634,,,,,,,,,,,,,,,,,,,,,
781,2.169444,0.005491,0.109160,0.026930,-0.993644,0.233167,0.168363,-2.694796,0.000000,0.220565,0.167428,-2.684725,0.927114,0.179961,0.178262,-2.830530,0.927023,0.317808,0.156454,-2.686321,0.966117,0.214335,0.171309,-2.577609,0.862964,0.220565,0.167428,-2.684725,0.179961,0.178262,-2.830530,0.317808,0.156454,-2.686321,0.214335,0.171309,-2.577609,,,,,,,,,,,,,,,,,,,,,
782,2.172222,0.005989,0.109144,0.026918,-0.993643,0.233213,0.168515,-2.694760,0.000000,0.220611,0.167591,-2.684687,0.833653,0.180000,0.178284,-2.830501,0.907033,0.317853,0.156606,-2.686278,0.925468,0.214389,0.171578,-2.577575,0.835117,0.220612,0.167591,-2.684687,0.180000,0.178284,-2.830501,0.317853,0.156606,-2.686278,0.214389,0.171578,-2.577575,,,,,,,,,,,,,,,,,,,,,
783,2.175000,0.005658,0.109523,0.026925,-0.993604,0.233184,0.168430,-2.694838,0.000000,0.220574,0.167499,-2.684775,0.922012,0.180076,0.178282,-2.830614,0.932695,0.317818,0.156521,-2.686298,0.968839,0.214268,0.171417,-2.577666,0.868415,0.220574,0.167499,-2.684775,0.180076,0.178282,-2.830614,0.317818,0.156521,-2.686298,0.214268,0.171417,-2.577666,,,,,,,,,,,,,,,,,,,,,
784,2.177778,0.005646,0.109208,0.027031,-0.993635,0.233165,0.168359,-2.694752,0.000000,0.220561,0.167429,-2.684681,0.922012,0.179973,0.178231,-2.830494,0.932695,0.317802,0.156432,-2.686265,0.968839,0.214323,0.171342,-2.577568,0.868415,0.220561,0.167429,-2.684681,0.179973,0.178231,-2.830494,0.317802,0.156432,-2.686265,0.214323,0.171342,-2.577568,,,,,,,,,,,,,,,,,,,,,
785,2.180556,0.006031,0.109180,0.027310,-0.993629,0.233125,0.168408,-2.694784,0.000000,0.220521,0.167494,-2.684712,0.965526,0.179930,0.178219,-2.830529,0.979407,0.317755,0.156433,-2.686295,0.987545,0.214293,0.171487,-2.577600,0.964557,0.220521,0.167494,-2.684712,0.179930,0.178219,-2.830529,0.317755,0.156433,-2.686295,0.214293,0.171487,-2.577600,,,,,,,,,,,,,,,,,,,,,
786,2.183333,0.005890,0.109314,0.026968,-0.993624,0.233095,0.168423,-2.694772,0.000000,0.220490,0.167498,-2.684704,0.966697,0.179930,0.178223,-2.830530,0.979803,0.317731,0.156507,-2.686263,0.986582,0.214230,0.171465,-2.577593,0.967240,0.220490,0.167498,-2.684704,0.179930,0.178223,-2.830530,0.317731,0.156507,-2.686263,0.214230,0.171465,-2.577593,,,,,,,,,,,,,,,,,,,,,
787,2.186111,0.005893,0.108483,0.027483,-0.993701,0.233196,0.168584,-2.694746,0.000000,0.220606,0.167671,-2.684657,0.966697,0.179816,0.178459,-2.830414,0.979803,0.317834,0.156579,-2.686379,0.986582,0.214529,0.171627,-2.577535,0.967240,0.220606,0.167671,-2.684657,0.179816,0.178459,-2.830414,0.317834,0.156579,-2.686379,0.214529,0.171627,-2.577535,,,,,,,,,,,,,,,,,,,,,
788,2.188889,0.006457,0.109453,0.027378,-0.993594,0.233155,0.168443,-2.694830,0.000000,0.220546,0.167540,-2.684764,0.827125,0.180034,0.178151,-2.830611,0.911120,0.317778,0.156456,-2.686286,0.926736,0.214263,0.171625,-2.577659,0.836457,0.220546,0.167540,-2.684764,0.180034,0.178151,-2.830611,0.317778,0.156456,-2.686286,0.214263,0.171625,-2.577659,,,,,,,,,,,,,,,,,,,,,
789,2.191667,0.005735,0.109157,0.027882,-0.993617,0.233146,0.168413,-2.694743,0.000000,0.220542,0.167505,-2.684671,0.827125,0.179959,0.178378,-2.830480,0.911120,0.317764,0.156341,-2.686265,0.926736,0.214321,0.171428,-2.577557,0.836457,0.220542,0.167505,-2.684671,0.179959,0.178378,-2.830480,0.317764,0.156341,-2.686265,0.214321,0.171428,-2.577557,,,,,,,,,,,,,,,,,,,,,
790,2.194444,0.005606,0.109354,0.027618,-0.993603,0.233153,0.168344,-2.694790,0.000000,0.220545,0.167427,-2.684723,0.924107,0.180014,0.178305,-2.830546,0.930412,0.317773,0.156317,-2.686280,0.964350,0.214278,0.171326,-2.577610,0.866203,0.220545,0.167427,-2.684723,0.180014,0.178305,-2.830546,0.317773,0.156317,-2.686280,0.214278,0.171326,-2.577610,,,,,,,,,,,,,,,,,,,,,
791,2.197222,0.005598,0.109520,0.027198,-0.993597,0.233135,0.168351,-2.694748,0.000000,0.220525,0.167424,-2.684686,0.919760,0.180033,0.178255,-2.830523,0.925402,0.317763,0.156396,-2.686210,0.962224,0.214220,0.171327,-2.577575,0.848695,0.220525,0.167424,-2.684686,0.180033,0.178255,-2.830523,0.317763,0.156396,-2.686210,0.214220,0.171327,-2.577575,,,,,,,,,,,,,,,,,,,,,
792,2.200000,0.006111,0.108981,0.026814,-0.993663,0.233338,0.168517,-2.694767,0.000000,0.220739,0.167594,-2.684690,0.919760,0.180077,0.178242,-2.830492,0.925402,0.317983,0.156626,-2.686311,0.962224,0.214552,0.171607,-2.577577,0.848695,0.220739,0.167594,-2.684690,0.180077,0.178242,-2.830492,0.317983,0.156626,-2.686311,0.214552,0.171607,-2.577577,,,,,,,,,,,,,,,,,,,,,
793,2.202778,0.005278,0.109551,0.026328,-0.993618,0.233230,0.168410,-2.694765,0.000000,0.220621,0.167456,-2.684704,0.829253,0.180119,0.178279,-2.830539,0.901136,0.317879,0.156603,-2.686227,0.907343,0.214302,0.171300,-2.577592,0.829957,0.220621,0.167456,-2.684704,0.180119,0.178279,-2.830539,0.317879,0.156603,-2.686227,0.214302,0.171300,-2.577592,,,,,,,,,,,,,,,,,,,,,
794,2.205556,0.005047,0.108899,0.027557,-0.993658,0.233163,0.168388,-2.694698,0.000000,0.220564,0.167457,-2.684621,0.812426,0.179901,0.178489,-2.830395,0.892883,0.317793,0.156373,-2.686276,0.876463,0.214391,0.171235,-2.577499,0.819037,0.220564,0.167457,-2.684621,0.179901,0.178489,-2.830395,0.317793,0.156373,-2.686276,0.214391,0.171235,-2.577499,,,,,,,,,,,,,,,,,,,,,
795,2.208333,0.005676,0.109206,0.026385,-0.993653,0.233259,0.168518,-2.694748,0.000000,0.220656,0.167574,-2.684676,0.812426,0.180052,0.178295,-2.830491,0.892883,0.317911,0.156701,-2.686260,0.876463,0.214415,0.171501,-2.577564,0.819037,0.220656,0.167574,-2.684676,0.180052,0.178295,-2.830491,0.317911,0.156701,-2.686260,0.214415,0.171501,-2.577564,,,,,,,,,,,,,,,,,,,,,
796,2.211111,0.005730,0.109366,0.026815,-0.993623,0.233313,0.168338,-2.694795,0.000000,0.220707,0.167406,-2.684728,0.964713,0.180159,0.178158,-2.830556,0.981828,0.317952,0.156448,-2.686280,0.989995,0.214434,0.171340,-2.577617,0.970667,0.220707,0.167406,-2.684728,0.180159,0.178158,-2.830556,0.317952,0.156448,-2.686280,0.214434,0.171340,-2.577617,,,,,,,,,,,,,,,,,,,,,
797,2.213889,0.005598,0.109161,0.027974,-0.993615,0.233249,0.168279,-2.694854,0.000000,0.220644,0.167371,-2.684782,0.964713,0.180065,0.178292,-2.830589,0.981828,0.317864,0.156192,-2.686377,0.989995,0.214421,0.171263,-2.577667,0.970667,0.220644,0.167371,-2.684782,0.180065,0.178292,-2.830589,0.317864,0.156192,-2.686377,0.214421,0.171263,-2.577667,,,,,,,,,,,,,,,,,,,,,
798,2.216667,0.007032,0.109492,0.027374,-0.993586,0.233310,0.168533,-2.694816,0.000000,0.220700,0.167643,-2.684749,0.919279,0.180197,0.178091,-2.830611,0.931695,0.317931,0.156546,-2.686255,0.970339,0.214412,0.171851,-2.577649,0.867206,0.220700,0.167643,-2.684749,0.180197,0.178091,-2.830611,0.317931,0.156546,-2.686255,0.214412,0.171851,-2.577649,,,,,,,,,,,,,,,,,,,,,
799,2.219444,0.006221,0.109337,0.027394,-0.993608,0.233264,0.168343,-2.694900,0.000000,0.220657,0.167435,-2.684831,0.846047,0.180112,0.178115,-2.830665,0.959606,0.317888,0.156353,-2.686381,0.922020,0.214397,0.171468,-2.577723,0.937534,0.220657,0.167435,-2.684831,0.180112,0.178115,-2.830665,0.317888,0.156353,-2.686381,0.214397,0.171468,-2.577723,,,,,,,,,,,,,,,,,,,,,
800,2.222222,0.004704,0.108519,0.026505,-0.993730,0.233334,0.168247,-2.694963,0.000000,0.220746,0.167284,-2.684877,0.846047,0.179948,0.178296,-2.830615,0.959606,0.317997,0.156411,-2.686612,0.922020,0.214647,0.170997,-2.577748,0.937534,0.220746,0.167284,-2.684877,0.179948,0.178296,-2.830615,0.317997,0.156411,-2.686612,0.214647,0.170997,-2.577748,,,,,,,,,,,,,,,,,,,,,
801,2.225000,0.006092,0.108699,0.027534,-0.993675,0.233334,0.168490,-2.694753,0.000000,0.220740,0.167582,-2.684669,0.801239,0.180013,0.178319,-2.830447,0.907338,0.317967,0.156476,-2.686346,0.914472,0.214618,0.171582,-2.577552,0.820028,0.220740,0.167582,-2.684669,0.180013,0.178319,-2.830447,0.317967,0.156476,-2.686346,0.214618,0.171582,-2.577552,,,,,,,,,,,,,,,,,,,,,
802,2.227778,0.005144,0.108437,0.027729,-0.993703,0.233317,0.168168,-2.694899,0.000000,0.220727,0.167243,-2.684810,0.839347,0.179933,0.178271,-2.830548,0.912064,0.317951,0.156123,-2.686555,0.929683,0.214656,0.171036,-2.577682,0.822664,0.220727,0.167243,-2.684810,0.179933,0.178271,-2.830548,0.317951,0.156123,-2.686555,0.214656,0.171036,-2.577682,,,,,,,,,,,,,,,,,,,,,
803,2.230556,0.005871,0.109230,0.026700,-0.993641,0.233089,0.168522,-2.694716,0.000000,0.220485,0.167590,-2.684645,0.839347,0.179895,0.178291,-2.830464,0.912064,0.317732,0.156651,-2.686221,0.929683,0.214242,0.171555,-2.577533,0.822664,0.220485,0.167590,-2.684645,0.179895,0.178291,-2.830464,0.317732,0.156651,-2.686221,0.214242,0.171555,-2.577533,,,,,,,,,,,,,,,,,,,,,
804,2.233333,0.005428,0.108813,0.026770,-0.993687,0.233253,0.168501,-2.694735,0.000000,0.220658,0.167561,-2.684655,0.919721,0.179949,0.178397,-2.830431,0.917915,0.317904,0.156619,-2.686320,0.947673,0.214502,0.171428,-2.577535,0.843516,0.220658,0.167561,-2.684655,0.179949,0.178397,-2.830431,0.317904,0.156619,-2.686320,0.214502,0.171428,-2.577535,,,,,,,,,,,,,,,,,,,,,
805,2.236111,0.006422,0.109366,0.027077,-0.993612,0.233207,0.168473,-2.694758,0.000000,0.220601,0.167563,-2.684690,0.919721,0.180056,0.178150,-2.830530,0.917915,0.317839,0.156537,-2.686230,0.947673,0.214334,0.171642,-2.577584,0.843516,0.220601,0.167563,-2.684690,0.180056,0.178150,-2.830530,0.317839,0.156537,-2.686230,0.214334,0.171642,-2.577584,,,,,,,,,,,,,,,,,,,,,
806,2.238889,0.005849,0.109359,0.026904,-0.993621,0.233219,0.168509,-2.694745,0.000000,0.220613,0.167582,-2.684678,0.921212,0.180065,0.178311,-2.830507,0.925596,0.317856,0.156604,-2.686229,0.985661,0.214343,0.171541,-2.577567,0.855815,0.220613,0.167582,-2.684678,0.180065,0.178311,-2.830507,0.317856,0.156604,-2.686229,0.214343,0.171541,-2.577567,,,,,,,,,,,,,,,,,,,,,
807,2.241667,0.005942,0.109141,0.026490,-0.993655,0.233269,0.168479,-2.694726,0.000000,0.220668,0.167544,-2.684653,0.818047,0.180046,0.178202,-2.830467,0.880264,0.317919,0.156643,-2.686245,0.872147,0.214443,0.171526,-2.577541,0.820559,0.220668,0.167544,-2.684653,0.180046,0.178202,-2.830467,0.317919,0.156643,-2.686245,0.214443,0.171526,-2.577541,,,,,,,,,,,,,,,,,,,,,
808,2.244444,0.004464,0.109782,0.024597,-0.993641,0.233245,0.168235,-2.694796,0.000000,0.220634,0.167224,-2.684742,0.818047,0.180163,0.178079,-2.830583,0.880264,0.317932,0.156725,-2.686231,0.872147,0.214251,0.170913,-2.577629,0.820559,0.220634,0.167224,-2.684742,0.180163,0.178079,-2.830583,0.317932,0.156725,-2.686231,0.214251,0.170913,-2.577629,,,,,,,,,,,,,,,,,,,,,
809,2.247222,0.005905,0.109107,0.026749,-0.993653,0.233220,0.168437,-2.694757,0.000000,0.220620,0.167507,-2.684683,0.927737,0.179994,0.178204,-2.830492,0.924574,0.317865,0.156557,-2.686282,0.967721,0.214403,0.171478,-2.577570,0.860957,0.220620,0.167507,-2.684683,0.179994,0.178204,-2.830492,0.317865,0.156557,-2.686282,0.214403,0.171478,-2.577570,,,,,,,,,,,,,,,,,,,,,
810,2.250000,0.007411,0.109824,0.028385,-0.993518,0.233128,0.168541,-2.694755,0.000000,0.220510,0.167684,-2.684696,0.833907,0.180125,0.178136,-2.830590,0.902255,0.317718,0.156382,-2.686130,0.901678,0.214159,0.171964,-2.577603,0.816648,0.220510,0.167684,-2.684696,0.180125,0.178136,-2.830590,0.317718,0.156382,-2.686130,0.214159,0.171964,-2.577603,,,,,,,,,,,,,,,,,,,,,
811,2.252778,0.006460,0.109377,0.026755,-0.993619,0.233241,0.168552,-2.694759,0.000000,0.220635,0.167635,-2.684690,0.833907,0.180086,0.178175,-2.830532,0.902255,0.317880,0.156671,-2.686227,0.901678,0.214364,0.171727,-2.577585,0.816648,0.220635,0.167635,-2.684690,0.180086,0.178175,-2.830532,0.317880,0.156671,-2.686227,0.214364,0.171727,-2.577585,,,,,,,,,,,,,,,,,,,,,
812,2.255556,0.006116,0.109738,0.026219,-0.993596,0.233168,0.168441,-2.694745,0.000000,0.220555,0.167504,-2.684686,0.968315,0.180101,0.178078,-2.830552,0.976129,0.317814,0.156652,-2.686158,0.987739,0.214201,0.171530,-2.577583,0.964237,0.220555,0.167504,-2.684686,0.180101,0.178078,-2.830552,0.317814,0.156652,-2.686158,0.214201,0.171530,-2.577583,,,,,,,,,,,,,,,,,,,,,
813,2.258333,0.005184,0.109778,0.025910,-0.993605,0.233174,0.168351,-2.694804,0.000000,0.220561,0.167386,-2.684748,0.968315,0.180116,0.178187,-2.830600,0.976129,0.317829,0.156616,-2.686227,0.987739,0.214190,0.171216,-2.577639,0.964237,0.220561,0.167386,-2.684748,0.180116,0.178187,-2.830600,0.317829,0.156616,-2.686227,0.214190,0.171216,-2.577639,,,,,,,,,,,,,,,,,,,,,
814,2.261111,0.005234,0.109283,0.026713,-0.993638,0.233141,0.168297,-2.694811,0.000000,0.220537,0.167351,-2.684743,0.918969,0.179965,0.178231,-2.830554,0.922677,0.317786,0.156425,-2.686320,0.963858,0.214278,0.171180,-2.577628,0.848098,0.220537,0.167351,-2.684743,0.179965,0.178231,-2.830554,0.317786,0.156425,-2.686320,0.214278,0.171180,-2.577628,,,,,,,,,,,,,,,,,,,,,
815,2.263889,0.005355,0.109135,0.027342,-0.993636,0.233204,0.168317,-2.694798,0.000000,0.220601,0.167388,-2.684726,0.812159,0.180000,0.178307,-2.830526,0.907059,0.317835,0.156338,-2.686330,0.918290,0.214378,0.171235,-2.577609,0.834768,0.220601,0.167388,-2.684726,0.180000,0.178307,-2.830526,0.317835,0.156338,-2.686330,0.214378,0.171235,-2.577609,,,,,,,,,,,,,,,,,,,,,
816,2.266667,0.005085,0.109333,0.026511,-0.993639,0.233068,0.168430,-2.694736,0.000000,0.220462,0.167476,-2.684669,0.812159,0.179902,0.178376,-2.830482,0.907059,0.317716,0.156593,-2.686238,0.918290,0.214191,0.171276,-2.577554,0.834768,0.220462,0.167476,-2.684669,0.179902,0.178376,-2.830482,0.317716,0.156593,-2.686238,0.214191,0.171276,-2.577554,,,,,,,,,,,,,,,,,,,,,
817,2.269444,0.004667,0.108416,0.027157,-0.993724,0.233186,0.168347,-2.694863,0.000000,0.220598,0.167398,-2.684774,0.816249,0.179787,0.178495,-2.830502,0.907556,0.317836,0.156400,-2.686531,0.909771,0.214525,0.171095,-2.577643,0.831044,0.220598,0.167398,-2.684774,0.179787,0.178495,-2.830502,0.317836,0.156400,-2.686531,0.214525,0.171095,-2.577643,,,,,,,,,,,,,,,,,,,,,
818,2.272222,0.006475,0.109351,0.029811,-0.993535,0.232982,0.168546,-2.694622,0.000000,0.220371,0.167700,-2.684554,0.816249,0.179887,0.178579,-2.830390,0.907556,0.317547,0.156145,-2.686098,0.909771,0.214124,0.171761,-2.577446,0.831044,0.220371,0.167700,-2.684554,0.179887,0.178579,-2.830390,0.317547,0.156145,-2.686098,0.214124,0.171761,-2.577446,,,,,,,,,,,,,,,,,,,,,
819,2.275000,0.005174,0.108375,0.027986,-0.993703,0.233154,0.168567,-2.694753,0.000000,0.220565,0.167649,-2.684663,0.960899,0.179759,0.178697,-2.830396,0.949057,0.317783,0.156478,-2.686420,0.941711,0.214509,0.171445,-2.577535,0.962936,0.220565,0.167649,-2.684663,0.179759,0.178697,-2.830396,0.317783,0.156478,-2.686420,0.214509,0.171445,-2.577535,,,,,,,,,,,,,,,,,,,,,
820,2.277778,0.004766,0.109138,0.026301,-0.993667,0.233115,0.168442,-2.694723,0.000000,0.220514,0.167476,-2.684653,0.927950,0.179893,0.178443,-2.830444,0.936306,0.317772,0.156640,-2.686265,0.975235,0.214281,0.171208,-2.577532,0.863758,0.220514,0.167476,-2.684653,0.179893,0.178443,-2.830444,0.317772,0.156640,-2.686265,0.214281,0.171208,-2.577532,,,,,,,,,,,,,,,,,,,,,
821,2.280556,0.006758,0.108943,0.027995,-0.993631,0.233192,0.168606,-2.694836,0.000000,0.220592,0.167724,-2.684756,0.927950,0.179944,0.178324,-2.830566,0.936306,0.317808,0.156513,-2.686374,0.975235,0.214424,0.171863,-2.577646,0.863758,0.220592,0.167724,-2.684756,0.179944,0.178324,-2.830566,0.317808,0.156513,-2.686374,0.214424,0.171863,-2.577646,,,,,,,,,,,,,,,,,,,,,
822,2.283333,0.006142,0.109475,0.027203,-0.993598,0.233203,0.168472,-2.694711,0.000000,0.220594,0.167558,-2.684646,0.819670,0.180085,0.178237,-2.830489,0.881463,0.317830,0.156515,-2.686170,0.872758,0.214302,0.171577,-2.577539,0.820727,0.220594,0.167558,-2.684646,0.180085,0.178237,-2.830489,0.317830,0.156515,-2.686170,0.214302,0.171577,-2.577539,,,,,,,,,,,,,,,,,,,,,
823,2.286111,0.005348,0.109246,0.026911,-0.993636,0.233148,0.168345,-2.694832,0.000000,0.220544,0.167406,-2.684762,0.920681,0.179966,0.178277,-2.830573,0.928517,0.317788,0.156439,-2.686344,0.968663,0.214295,0.171257,-2.577647,0.849269,0.220544,0.167406,-2.684762,0.179966,0.178277,-2.830573,0.317788,0.156439,-2.686344,0.214295,0.171257,-2.577647,,,,,,,,,,,,,,,,,,,,,
824,2.288889,0.005804,0.109072,0.027356,-0.993640,0.233159,0.168424,-2.694795,0.000000,0.220558,0.167506,-2.684721,0.920681,0.179937,0.178301,-2.830524,0.928517,0.317790,0.156442,-2.686329,0.968663,0.214352,0.171449,-2.577606,0.849269,0.220558,0.167506,-2.684721,0.179937,0.178301,-2.830524,0.317790,0.156442,-2.686329,0.214352,0.171449,-2.577606,,,,,,,,,,,,,,,,,,,,,
825,2.291667,0.004613,0.109201,0.026415,-0.993658,0.233330,0.168191,-2.694896,0.000000,0.220727,0.167224,-2.684828,0.815393,0.180128,0.178246,-2.830621,0.916575,0.317984,0.156370,-2.686430,0.919083,0.214480,0.170923,-2.577707,0.835913,0.220727,0.167224,-2.684828,0.180128,0.178246,-2.830621,0.317984,0.156370,-2.686430,0.214480,0.170923,-2.577707,,,,,,,,,,,,,,,,,,,,,
826,2.294444,0.005288,0.108280,0.027864,-0.993716,0.233162,0.168417,-2.694733,0.000000,0.220576,0.167498,-2.684640,0.815393,0.179738,0.178501,-2.830368,0.916575,0.317796,0.156348,-2.686413,0.919083,0.214540,0.171319,-2.577512,0.835913,0.220576,0.167498,-2.684640,0.179738,0.178501,-2.830368,0.317796,0.156348,-2.686413,0.214540,0.171319,-2.577512,,,,,,,,,,,,,,,,,,,,,
827,2.297222,0.006067,0.109164,0.027278,-0.993631,0.233134,0.168490,-2.694733,0.000000,0.220531,0.167576,-2.684661,0.822378,0.179934,0.178287,-2.830477,0.898059,0.317765,0.156520,-2.686247,0.925679,0.214307,0.171576,-2.577549,0.815468,0.220531,0.167576,-2.684661,0.179934,0.178287,-2.830477,0.317765,0.156520,-2.686247,0.214307,0.171576,-2.577549,,,,,,,,,,,,,,,,,,,,,
828,2.300000,0.005370,0.108765,0.027308,-0.993678,0.233238,0.168410,-2.694732,0.000000,0.220643,0.167481,-2.684651,0.814604,0.179933,0.178394,-2.830421,0.915837,0.317877,0.156436,-2.686327,0.918115,0.214500,0.171329,-2.577529,0.838425,0.220643,0.167481,-2.684651,0.179933,0.178394,-2.830421,0.317877,0.156436,-2.686327,0.214500,0.171329,-2.577529,,,,,,,,,,,,,,,,,,,,,
829,2.302778,0.004792,0.109185,0.026674,-0.993652,0.233244,0.168216,-2.694724,0.000000,0.220642,0.167260,-2.684655,0.814604,0.180043,0.178261,-2.830450,0.915837,0.317892,0.156352,-2.686258,0.918115,0.214401,0.170994,-2.577535,0.838425,0.220642,0.167260,-2.684655,0.180043,0.178261,-2.830450,0.317892,0.156352,-2.686258,0.214401,0.170994,-2.577535,,,,,,,,,,,,,,,,,,,,,
